timestamp,position_lat,position_lng,available_bike_stands,available_bikes
2024-12-22 14:00:00,46.5549848,15.666239,14.0,5.0
2024-12-22 15:00:00,46.5549848,15.666239,15.0,4.0
2024-12-22 16:00:00,46.5549848,15.666239,15.0,4.0
2024-12-22 17:00:00,46.5549848,15.666239,15.0,4.0
2024-12-22 18:00:00,46.5549848,15.666239,13.0,6.0
