timestamp,position_lat,position_lng,available_bike_stands,available_bikes,available_bikes.1
2024-12-14 14:59:49,46.542655,15.634329,18.0,20.0,2.0
2024-12-15 11:05:07,46.542655,15.634329,16.0,4.0,
2024-12-15 11:15:10,46.542655,15.634329,16.0,4.0,
2024-12-15 11:25:13,46.542655,15.634329,16.0,4.0,
2024-12-15 11:35:16,46.542655,15.634329,16.0,4.0,
2024-12-15 12:55:44,46.542655,15.634329,16.0,4.0,
2024-12-14 14:00:00,46.542655,15.634329,18.0,2.0,
2024-12-15 11:00:00,46.542655,15.634329,16.0,4.0,
2024-12-15 12:00:00,46.542655,15.634329,16.0,4.0,
2024-12-16 13:00:00,46.542655,15.634329,11.0,9.0,
2024-12-16 15:00:00,46.542655,15.634329,9.0,11.0,
2024-12-16 16:00:00,46.542655,15.634329,9.0,11.0,
2024-12-16 17:00:00,46.542655,15.634329,9.0,11.0,
2024-12-16 18:00:00,46.542655,15.634329,10.0,10.0,
2024-12-16 19:00:00,46.542655,15.634329,8.0,12.0,
2024-12-16 20:00:00,46.542655,15.634329,8.0,12.0,
2024-12-16 21:00:00,46.542655,15.634329,9.0,11.0,
2024-12-16 22:00:00,46.542655,15.634329,9.0,11.0,
2024-12-16 23:00:00,46.542655,15.634329,9.0,11.0,
